1H	2H	3H	4H	5H	1V	2V	3V	4V	5V	Modifications	Chromosome	Student's T-test Significant Avastin_Control	Student's T-test significant	# Peptides	# PSMs	# Unique Peptides	# Protein Groups	# Razor Peptides	# Peptides Sequest HT	Student's T-test p-value Avastin_Control	Student's T-test Difference Avastin_Control	Student's T-test Test statistic Avastin_Control	Entrez Gene ID	Ensembl Gene ID	Gene ID	Description	Accession
7,136892	6,329105	6,47728	6,441269	7,104685	6,599912	6,164612	7,196223	5,883861	6,503824		9			15	77	15	1	0	15	0,411991505462245	-0,228159809112549	-0,914933421512897	397691		APOA1	Apolipoprotein A-I [OS=Sus scrofa]	P18648
6,731998	6,817623	6,787902	6,639522	6,718362	6,53294	6,350497	6,651052	6,355792	6,76686		10			3	3	3	1	0	3	0,0705365406147395	-0,20765323638916	-2,4487977115138	170384	ENSG00000196968.10	FUT11	Alpha-(1,3)-fucosyltransferase 11 [OS=Homo sapiens]	Q495W5-1
6,888742	6,625398	6,865232	6,525796	6,750966	6,744	6,556041	6,203571	6,72986	6,406667		2			2	7	2	1	0	2	0,232239772232958	-0,203199005126953	-1,40675053846032	64080	ENSG00000171174.13	RBKS	ribokinase [OS=Homo sapiens]	Q9H477
7,613684	6,028356	6,564641	6,810039	6,017234	6,731946	6,323726	7,095993	6,079459	6,226024		7			2	5	2	1	0	2	0,709131177825451	-0,115361213684082	-0,40068557902098	10095	ENSG00000130429.12	ARPC1B	Actin-related protein 2/3 complex subunit 1B [OS=Homo sapiens]	O15143
6,74066	6,74685	6,789612	6,616181	6,789092	6,57059	6,53605	6,200477	6,842048	6,494254		12			10	104	8	1	0	10	0,18750087350841	-0,207795333862305	-1,58791144142271	3178	ENSG00000135486.17	HNRNPA1	Heterogeneous nuclear ribonucleoprotein A1 [OS=Homo sapiens]	P09651-1
6,785289	6,507795	6,451211	6,799605	7,059615	6,289097	6,457791	7,056367	6,215291	6,537607		10			2	2	2	1	0	2	0,403913705213491	-0,209472465515137	-0,93239733507065	55691	ENSG00000151474.20	FRMD4A	FERM domain-containing protein 4A [OS=Homo sapiens]	Q9P2Q2
6,66604	6,700079	6,978971	6,456931	6,817397	6,416214	6,482648	6,344542	6,887449	6,516493		6			3	5	3	1	0	3	0,32416810613582	-0,194414520263672	-1,12330136088853	397591		NPC1	Niemann-Pick C1 protein [OS=Sus scrofa]	P56941
6,862244	6,356627	6,649578	6,337114	7,260555	6,567407	6,419503	6,923429	6,161837	6,547468		4			4	16	4	1	0	4	0,36957859304651	-0,169294929504395	-1,01011896064877	6423	ENSG00000145423.4	SFRP2	Secreted frizzled-related protein 2 [OS=Homo sapiens]	Q96HF1
6,46423	6,782537	6,734646	6,689299	6,960422	6,558143	6,555248	6,090623	6,875255	6,546854		X			8	20	6	1	2	8	0,263758242726589	-0,201002025604248	-1,29901380576955	2710	ENSG00000198814.12	GK	glycerol kinase [OS=Homo sapiens]	P32189-3
6,45779	7,142745	6,673821	6,518276	6,696013	6,587101	6,495392	6,250752	6,650655	6,697662		11			2	4	2	1	0	2	0,365893528794341	-0,161416625976563	-1,01882801698909	26515	ENSG00000132286.11	FXC1;TIMM10B	Mitochondrial import inner membrane translocase subunit Tim10 B [OS=Homo sapiens]	Q9Y5J6
6,690178	6,30434	6,299724	6,672637	7,33939	6,510351	6,55946	6,70701	6,447576	6,470625		6			4	5	4	1	0	4	0,612607310720961	-0,122249507904053	-0,54836779294215	55604	ENSG00000079691.17	LRRC16A	F-actin-uncapping protein LRRC16A [OS=Homo sapiens]	Q5VZK9
6,614446	6,772135	6,74148	6,574744	6,900697	6,612809	6,558887	6,383447	6,661337	6,485136		17			5	6	5	1	0	5	0,138801647033166	-0,180377197265625	-1,8449366161644	2186	ENSG00000171634.16	BPTF	Nucleosome-remodeling factor subunit BPTF [OS=Homo sapiens]	Q12830-1
6,864156	6,729296	6,712117	6,596492	6,737416	6,619566	6,561746	6,422515	6,642204	6,479267		19	+	Avastin_Control	3	7	3	1	0	3	0,039200166646411	-0,182835674285889	-3,01904114207893	1406	ENSG00000105392.15	CRX	cone-rod homeobox protein [OS=Homo sapiens]	O43186
6,692097	6,824307	6,839329	6,544629	6,691777	6,515277	6,705128	6,692166	6,51435	6,223417		10			3	4	3	1	0	3	0,0639958062644715	-0,188360214233398	-2,53978078843468	9221	ENSG00000166197.16	NOLC1	Isoform Beta of Nucleolar and coiled-body phosphoprotein 1 [OS=Homo sapiens]	Q14978-2
7,35922	5,965439	6,453653	6,347161	7,078816	6,865398	5,97474	7,148624	5,917433	6,424421		13			9	15	9	1	0	9	0,512904370648021	-0,174734592437744	-0,717195366563083	396963		ITIH1	Inter-alpha-trypsin inhibitor heavy chain H1 [OS=Sus scrofa]	Q29052
6,988111	6,712068	6,575739	6,791404	6,538348	6,521161	6,568534	6,553046	6,555229	6,555322		10			3	6	3	1	0	3	0,120303252389069	-0,170475578308105	-1,96902900003176	55361	ENSG00000155252.13	PI4K2A	Phosphatidylinositol 4-kinase type 2-alpha [OS=Homo sapiens]	Q9BTU6
7,036462	6,541374	6,729024	6,801672	6,47177	6,579052	6,372644	6,698344	6,632819	6,44932		2			8	20	6	1	0	8	0,0973151803963144	-0,169624614715576	-2,15608509850035	397565		CNN2	Calponin-2 [OS=Sus scrofa]	Q08094
6,869131	6,82273	6,712871	6,836682	6,350497	6,589464	6,748193	6,719731	6,649615	5,89724		13			2	2	2	1	0	2	0,0698333456902623	-0,197533702850342	-2,45810813967012	26512	ENSG00000102786.14	INTS6	Integrator complex subunit 6 [OS=Homo sapiens]	Q9UL03
6,544655	6,631264	6,698979	6,768791	6,880451	6,565835	6,436297	6,643719	6,500632	6,582924		9			4	6	2	1	2	4	0,0610163103882772	-0,158946418762207	-2,58481954944715	7091	ENSG00000106829.18	TLE4	Isoform 3 of Transducin-like enhancer protein 4 [OS=Homo sapiens]	Q04727-3
7,402217	6,068345	6,405907	7,035084	6,229511	6,566634	6,302911	7,106269	6,215922	6,330363		11			2	4	2	1	0	2	0,704699356290828	-0,123792934417725	-0,407215887141901	83706	ENSG00000149781.12	FERMT3	Fermitin family homolog 3 [OS=Homo sapiens]	Q86UX7
7,004913	6,492993	6,907836	6,790789	6,298736	6,515634	6,351761	6,70282	6,541208	6,605087		19			2	4	2	1	0	2	0,295916917570921	-0,155751323699951	-1,20125040593991	7408	ENSG00000125753.13	VASP	Vasodilator-stimulated phosphoprotein [OS=Homo sapiens]	P50552
6,645176	7,049929	6,586843	6,830137	6,36481	6,417779	6,415939	6,572915	6,639806	6,675544		1			4	5	4	1	0	4	0,381638694135728	-0,15098237991333	-0,982136912083242	641362		ATG5	Autophagy protein 5 [OS=Sus scrofa]	Q3MQ04
6,598052	6,855393	6,918948	6,35927	6,80805	6,514885	6,577759	5,894632	6,940465	6,604882		1			5	6	5	1	0	5	0,475201951667927	-0,201417827606201	-0,78717288546482	55929	ENSG00000178028.13	DMAP1	DNA methyltransferase 1-associated protein 1 [OS=Homo sapiens]	Q9NPF5
6,160877	7,050381	6,750869	6,577416	6,940727	6,510959	6,72587	5,439486	7,029011	6,626412		9			14	485	14	1	0	14	0,506468904225774	-0,229706478118897	-0,728860249214774	396944		GLUL	Glutamine synthetase [OS=Sus scrofa]	P46410
7,610127	6,001908	6,211401	6,880183	6,297351	6,762212	6,156841	6,942513	6,411779	6,357483		15			24	94	8	1	16	24	0,798533226731441	-0,0740283012390137	-0,272769508983809	396655		STAT1	signal transducer and activator of transcription 1 [OS=Sus scrofa]	Q764M5
6,551365	6,790483	6,71678	6,759769	6,796214	6,488495	6,411022	6,547695	6,646875	6,659045		15	+	Avastin_Control	3	5	3	1	0	3	0,0343645416023085	-0,172295475006104	-3,1545161674769	9455	ENSG00000103942.12	HOMER2	Homer protein homolog 2 [OS=Homo sapiens]	Q9NSB8
6,378354	6,404832	6,95103	7,346888	5,944543	6,533199	6,301609	6,307966	7,031879	6,360571		13			4	22	2	1	0	4	0,621040749676577	-0,0980842590332031	-0,53494642113453	397649		LTF	Lactotransferrin [OS=Sus scrofa]	P14632
6,569856	6,904484	6,611763	6,765535	6,754888	6,545351	6,872828	6,274261	6,57289	6,451211		2			2	2	2	1	0	2	0,0536641823903792	-0,177996730804443	-2,7077113988871	56910	ENSG00000084090.13	STARD7	StAR-related lipid transfer protein 7, mitochondrial [OS=Homo sapiens]	Q9NQZ5
6,561285	6,806524	6,691357	6,779357	6,772797	6,455991	6,675956	6,133926	6,88565	6,528781		7			4	17	4	1	0	4	0,161894208078559	-0,186203193664551	-1,71287798380719	9805	ENSG00000136193.16	SCRN1	Isoform 2 of Secernin-1 [OS=Homo sapiens]	Q12765-2
6,828695	6,543665	6,852373	6,748936	6,542568	6,56139	6,751309	6,346678	6,592228	6,44928		4			2	3	2	1	0	2	0,233564543142061	-0,163070297241211	-1,40193924182209	90826	ENSG00000164169.12	PRMT10;PRMT9	putative protein arginine N-methyltransferase 9 [OS=Homo sapiens]	Q6P2P2
5,957732	6,498932	6,876034	7,17205	6,807034	6,301925	6,423932	6,708899	6,437882	6,838417		15			5	11	4	1	0	5	0,532416763466453	-0,120145511627197	-0,68246862640324	220	ENSG00000184254.16	ALDH1A3	Aldehyde dehydrogenase family 1 member A3 [OS=Homo sapiens]	P47895
7,174606	6,155434	6,265225	7,153937	6,500748	6,657696	5,985833	7,297873	5,833476	6,470014		1			2	3	2	1	0	2	0,62578736215258	-0,201011943817139	-0,527441740506226	396881		FCN2	Ficolin-2 [OS=Sus scrofa]	Q29041
7,003377	6,738768	6,451211	6,827819	6,525129	6,563768	6,464342	6,577429	6,859224	6,270529		5			2	3	2	1	0	2	0,195859237598163	-0,162202548980713	-1,5509305474369	51397	ENSG00000145781.8	COMMD10	COMM domain-containing protein 10 [OS=Homo sapiens]	Q9Y6G5
6,816977	6,613951	6,523548	7,141078	6,388869	6,555356	6,392313	6,708707	6,762865	6,340718		9			10	332	8	1	2	10	0,213514740369782	-0,144892692565918	-1,47785681747744	407066		HBB	Hemoglobin subunit beta [OS=Sus scrofa]	P02067
6,691998	6,798954	6,70433	6,756701	6,641672	6,580757	6,678903	6,635746	6,42647	6,469663		11	+	Avastin_Control	3	6	3	1	0	3	0,0243667828971067	-0,160423374176025	-3,52378116810208	256364	ENSG00000149499.11	EML3	Isoform 2 of Echinoderm microtubule-associated protein-like 3 [OS=Homo sapiens]	Q32P44-2
7,360188	6,387156	6,139551	6,946029	6,422906	6,839204	6,348728	6,685099	6,414474	6,464342		1			2	2	2	1	0	2	0,6415713875967	-0,100796699523926	-0,502730683940551	2633	ENSG00000117228.9	GBP1	Guanylate-binding protein 1 [OS=Homo sapiens]	P32455
7,303264	6,074604	6,417521	6,495621	6,964525	6,770823	6,114037	7,134207	6,005781	6,441954		10			8	16	8	1	0	8	0,552632728094683	-0,157746601104736	-0,647435682342991	396937		ITIH2	Inter-alpha-trypsin inhibitor heavy chain H2 [OS=Sus scrofa]	O02668
6,7114	6,563748	6,880121	6,593063	6,829074	6,539145	6,411475	6,315568	6,914161	6,556718		3			3	8	3	1	0	3	0,304361035840233	-0,16806812286377	-1,17725133565707	7095	ENSG00000008952.16	SEC62	translocation protein sec62 [OS=Homo sapiens]	Q99442
6,412228	7,208958	6,510837	6,742611	6,516913	6,465553	6,669588	6,380892	6,506208	6,72928		4			2	3	2	1	0	2	0,375209475770502	-0,128004932403564	-0,996956803099623	255520	ENSG00000179387.9	ELMOD2	ELMO domain-containing protein 2 [OS=Homo sapiens]	Q8IZ81
6,813704	6,781926	6,48282	6,708029	6,778759	6,661777	6,39619	6,348153	6,571319	6,782061		9			3	4	3	1	0	3	0,0622281150836595	-0,161147880554199	-2,56620392263545	10585	ENSG00000130714.15	POMT1	Protein O-mannosyl-transferase 1 [OS=Homo sapiens]	Q9Y6A1
6,672148	6,665261	6,922914	6,744502	6,524298	6,781845	6,331673	6,57299	6,419257	6,61785		11			2	3	2	1	0	2	0,207863691572416	-0,161101627349854	-1,50055479222625	9183	ENSG00000086827.8	ZW10	Centromere/kinetochore protein zw10 homolog [OS=Homo sapiens]	O43264
7,255259	6,324637	6,563739	6,647449	6,63081	6,508674	6,481179	7,234923	6,004102	6,277047		7			4	10	4	1	0	4	0,527284226492883	-0,183193874359131	-0,691512721641895	397410	ENSSSCG00000002366.2	NPC2	Epididymal secretory protein E1 [OS=Sus scrofa]	O97763
6,669591	7,029144	6,842028	6,422647	6,547744	6,495195	6,914683	6,521514	6,530591	6,274969		1			2	4	2	1	0	2	0,107811909330665	-0,154840183258057	-2,06522524381014	5824	ENSG00000162735.18	PEX19	Peroxisomal biogenesis factor 19 [OS=Homo sapiens]	P40855-1
7,109433	6,514885	6,545189	6,760171	6,578825	6,666672	6,427015	6,872997	6,335524	6,447043		17			4	21	4	1	0	4	0,339957927781268	-0,151850414276123	-1,08241732191438	5216	ENSG00000108518.7	PFN1	profilin-1 [OS=Homo sapiens]	P07737
6,490249	6,905688	6,749534	6,736063	6,680887	6,604368	6,629356	6,470862	6,336283	6,749534		12			2	2	2	1	0	2	0,208399324333166	-0,154403591156006	-1,49837669343467	5985	ENSG00000111445.13	RFC5	Replication factor C subunit 5 [OS=Homo sapiens]	P40937-1
7,384956	6,145716	6,447568	6,928694	6,298759	6,664411	6,32164	7,012382	6,335437	6,346848		13			12	21	7	1	5	12	0,686391821529426	-0,104995346069336	-0,43441869598579	396943		ITGB2	Integrin beta-2 [OS=Sus scrofa]	P53714
6,63595	6,821568	6,637931	6,752173	6,732649	6,588978	6,78321	6,44932	6,47728	6,498602		9	+	Avastin_Control	2	6	2	1	0	2	0,0319937734693701	-0,156576728820801	-3,22939899039154	397133;106507827		FDX1	Adrenodoxin, mitochondrial [OS=Sus scrofa]	P00258
6,558016	6,839507	6,719469	6,76942	6,673381	6,543027	6,647655	6,277199	6,717736	6,598985		8			5	9	5	1	0	5	0,116637024159037	-0,155038261413574	-1,99608372828771	55246	ENSG00000147419.16	CCDC25	Coiled-coil domain-containing protein 25 [OS=Homo sapiens]	Q86WR0
7,450375	5,884852	6,32082	6,060142	7,185776	6,755924	5,865405	7,442935	5,405415	6,502943		17			2	4	2	1	0	2	0,624454932675012	-0,185868549346924	-0,529544870844642	350	ENSG00000091583.10	APOH	Beta-2-glycoprotein 1 [OS=Homo sapiens]	P02749
7,548268	6,420031	6,457884	5,920914	6,68671	6,98521	5,905206	7,251688	5,543785	6,454145		1			5	9	5	1	0	5	0,513913870986574	-0,178754425048828	-0,715375355012052	397115	ENSSSCG00000004195.2	ARG1	Arginase-1 [OS=Sus scrofa]	Q95JC8
6,69706	6,70433	6,818845	6,565002	6,789017	6,64312	6,549976	6,062482	6,906455	6,53789		7			3	12	3	1	0	3	0,378765774028894	-0,174866199493408	-0,98873228248535	7458	ENSG00000106682.14	EIF4H	Eukaryotic translation initiation factor 4H [OS=Homo sapiens]	Q15056-1
6,798309	6,618303	6,833217	6,644573	6,678738	6,600587	6,518687	6,350389	6,780405	6,546048		6			2	4	2	1	0	2	0,192845431476802	-0,155404853820801	-1,56407433448766	51465	ENSG00000198833.6	UBE2J1	ubiquitin-conjugating enzyme e2 j1 [OS=Homo sapiens]	Q9Y385
7,341089	6,382218	6,486885	6,713421	6,415263	6,576763	6,41505	7,091081	6,217231	6,355701		15			4	6	2	1	2	4	0,592572862748713	-0,136610126495361	-0,580724358586476	4643	ENSG00000157483.8	MYO1E	unconventional myosin-Ie [OS=Homo sapiens]	Q12965
6,296439	6,847184	6,998307	6,572108	6,767336	6,40683	6,829083	6,29884	6,643055	6,598086		8			7	29	7	1	0	7	0,393332997173103	-0,141095924377441	-0,955723882581103	157506	ENSG00000121039.9	RDH10	Retinol dehydrogenase 10 [OS=Homo sapiens]	Q8IZV5
7,110411	6,486454	6,73298	6,39679	6,588383	6,476923	6,527356	6,687417	6,540342	6,557911		19			2	3	2	1	0	2	0,483954246406786	-0,105013465881348	-0,770562846178587	2068	ENSG00000104884.14	ERCC2	Tfiih basal transcription factor complex helicase xpd subunit [OS=Homo sapiens]	P18074-1
6,714363	6,619874	6,767218	6,707469	6,714421	6,548481	6,604331	6,455227	6,615329	6,59089		19	+	Avastin_Control	4	7	4	1	0	4	0,0447302632009448	-0,141817474365234	-2,88626901107056	1725	ENSG00000095059.15	DHPS	deoxyhypusine synthase [OS=Homo sapiens]	P49366-1
6,768368	6,816227	6,513445	6,459249	6,954693	6,666773	6,576822	6,626014	6,455775	6,504424		15			2	4	2	1	0	2	0,234148143218353	-0,136434841156006	-1,39982832798433	29106	ENSG00000104112.8	SCG3	Secretogranin-3 [OS=Homo sapiens]	Q8WXD2-1
6,548275	6,854124	6,732606	6,779337	6,640193	6,545298	6,718359	6,212367	6,837196	6,451677		8			8	50	5	1	3	8	0,192290168085543	-0,157927417755127	-1,56651896306847	641350	ENSSSCG00000009203.2	SNCA	Alpha-synuclein [OS=Sus scrofa]	Q3I5G7
6,434217	6,63602	6,616175	7,025468	6,724884	6,391814	6,68866	6,497813	6,544121	6,678116		9			2	3	2	1	0	2	0,241364545574516	-0,127248191833496	-1,37414885186033	2800	ENSG00000136935.13	GOLGA1	Golgin subfamily A member 1 [OS=Homo sapiens]	Q92805
7,020057	6,398005	6,452173	6,430168	7,093014	6,663838	6,39778	6,938437	6,118969	6,588699		3			2	3	2	1	0	2	0,479709956066733	-0,137138557434082	-0,778588508021684	5627	ENSG00000184500.14	PROS1	Vitamin K-dependent protein S [OS=Homo sapiens]	P07225
6,799743	6,875067	6,181355	6,701389	6,8156	6,319417	6,469959	6,417583	6,674089	6,821391		20			3	4	3	1	0	3	0,374823489480051	-0,134142780303955	-0,997853528763426	51126	ENSG00000173418.11	NAA20	N-alpha-acetyltransferase 20 [OS=Homo sapiens]	P61599
6,701824	6,620611	6,619551	6,645901	6,935013	6,671668	6,366508	6,645717	6,605596	6,526238		14			4	5	4	1	0	4	0,160109100435639	-0,141434669494629	-1,72235003000098	396765;100624001		GLTP;LOC100624001	glycolipid transfer protein [OS=Sus scrofa]	P68266
6,805331	6,630648	6,742046	6,719047	6,659605	6,567662	6,465794	6,474644	6,752882	6,574373		5			6	17	6	1	0	6	0,0573049754836699	-0,144264316558838	-2,64458589750181	27430	ENSG00000038274.16	MAT2B	Methionine adenosyltransferase 2 subunit beta [OS=Homo sapiens]	Q9NZL9
6,791001	6,806291	6,774122	6,587769	6,557216	6,620568	6,626661	6,436001	6,69059	6,435096		22			6	8	6	1	0	6	0,117324947825087	-0,141496467590332	-1,99093701158142	23112	ENSG00000100354.20	TNRC6B	Trinucleotide repeat-containing gene 6B protein [OS=Homo sapiens]	Q9UPQ9
6,84669	6,69849	6,752183	6,72815	6,51532	6,547645	6,578484	6,579691	6,566878	6,58483		1			12	23	5	1	6	12	0,0835816680927167	-0,136661052703857	-2,29298701288209	23633	ENSG00000025800.13	KPNA6	Importin subunit alpha-7 [OS=Homo sapiens]	O60684
6,84093	6,541437	6,715337	6,771492	6,672119	6,635425	6,576033	6,454245	6,605555	6,567782		1			2	4	2	1	0	2	0,0502751303669606	-0,140455055236816	-2,77108450352768	50999	ENSG00000117500.12	TMED5	Transmembrane emp24 domain-containing protein 5 [OS=Homo sapiens]	Q9Y3A6-1
6,619245	6,627143	6,633042	6,786699	6,864488	6,449349	6,477781	6,640604	6,678332	6,586564		7	+	Avastin_Control	2	4	2	1	0	2	0,0392244128209699	-0,139597225189209	-3,01841212395041	221981	ENSG00000005108.15	THSD7A	Thrombospondin type-1 domain-containing protein 7A [OS=Homo sapiens]	Q9UPZ6
6,957457	6,53047	6,834154	6,600824	6,58587	6,770164	6,426217	6,531384	6,649101	6,452859		10			12	30	12	1	0	12	0,0764336586516024	-0,135809898376465	-2,37464130518552	22978	ENSG00000076685.18	NT5C2	Cytosolic purine 5'-nucleotidase [OS=Homo sapiens]	P49902
6,979191	6,733478	6,638909	6,596396	6,528237	6,578623	6,442212	6,766032	6,421125	6,614703		20			2	4	2	1	0	2	0,275235849101144	-0,130703258514404	-1,262875007237	55902	ENSG00000131069.19	ACSS2	Isoform 2 of Acetyl-coenzyme A synthetase, cytoplasmic [OS=Homo sapiens]	Q9NR19-2
6,515244	6,768434	6,654635	6,869232	6,716221	6,589058	6,740553	6,494205	6,494698	6,512543		18			2	3	2	1	0	2	0,145300228791539	-0,138541793823242	-1,80553224075392	80206	ENSG00000134775.15	FHOD3	Isoform 4 of FH1/FH2 domain-containing protein 3 [OS=Homo sapiens]	Q2V2M9-4
6,953408	6,51169	6,631532	6,64313	6,772301	6,571143	6,469187	6,715812	6,412723	6,666484		17			16	74	8	1	0	16	0,16560261791886	-0,135342407226562	-1,69354776862468	1973	ENSG00000161960.14	EIF4A1	Eukaryotic initiation factor 4A-I [OS=Homo sapiens]	P60842
6,834633	6,491335	6,743958	7,05654	6,289626	6,526347	6,503526	6,909501	6,493383	6,364672		1			2	3	2	1	0	2	0,413759138134336	-0,123732471466064	-0,911150148621914	55758	ENSG00000117625.13	RCOR3	Isoform 3 of REST corepressor 3 [OS=Homo sapiens]	Q9P2K3-3
7,229271	6,42149	6,412493	6,81777	6,485298	6,491739	6,515843	6,893997	6,245814	6,614552		19			4	11	2	1	0	4	0,626594619402605	-0,120875072479248	-0,526168877026489	9535	ENSG00000130755.12	GMFG	glia maturation factor gamma [OS=Homo sapiens]	O60234
6,88732	6,546106	6,785097	6,775633	6,524191	6,720411	6,479715	6,623302	6,513665	6,5157		2	+	Avastin_Control	4	10	4	1	0	4	0,038709093020233	-0,133110809326172	-3,03188001855973	55256	ENSG00000182551.13	ADI1	1,2-dihydroxy-3-keto-5-methylthiopentene dioxygenase [OS=Homo sapiens]	Q9BV57
6,728516	6,769163	6,639225	6,596842	6,782378	6,57457	6,413093	6,642395	6,661355	6,532335		1			2	5	2	1	0	2	0,150018496038216	-0,138475227355957	-1,77808637811427	6924	ENSG00000011007.12	TCEB3	Transcription elongation factor B polypeptide 3 [OS=Homo sapiens]	Q14241
6,843237	6,395944	6,759131	6,833804	6,641767	6,761425	6,652892	6,754868	6,334945	6,274074	Acetyl [N-Term]	15			2	3	2	1	0	2	0,358283767480274	-0,139135837554932	-1,03705934005708	123228	ENSG00000166192.14	SENP8	sentrin-specific protease 8 [OS=Homo sapiens]	Q96LD8
6,417852	6,663914	6,577429	6,648178	7,138528	6,548437	6,512543	6,427941	6,756223	6,608809		17			3	3	3	1	0	3	0,377082529521515	-0,118389511108398	-0,992616667136484	397154		CHGB	Secretogranin-1 [OS=Sus scrofa]	Q9GLG4
6,699949	6,689998	6,751831	6,838318	6,4656	6,47462	6,735756	6,578452	6,558004	6,407401		1			5	7	5	1	0	5	0,0785223880220546	-0,13829231262207	-2,34991789922468	6262		RYR2	Isoform 2 of Ryanodine receptor 2 [OS=Homo sapiens]	Q92736-2
6,865898	6,617615	6,727828	6,668106	6,655349	6,728484	6,510962	6,470627	6,61513	6,533717		2	+	Avastin_Control	5	11	5	1	0	5	0,0159057441959161	-0,135174942016602	-4,01686300782171	53938	ENSG00000240344.8	PPIL3	peptidyl-prolyl cis-trans isomerase-like 3 [OS=Homo sapiens]	Q9H2H8-1
6,666754	6,76086	6,803019	6,669569	6,637984	6,611654	6,578151	6,597003	6,506201	6,578018		1	+	Avastin_Control	3	9	3	1	0	3	0,0136269471330894	-0,133432006835938	-4,20626957760958	81888	ENSG00000178922.16	HYI	Putative hydroxypyruvate isomerase [OS=Homo sapiens]	Q5T013
6,58087	6,829589	6,630083	6,731532	6,760874	6,597417	6,679205	6,448611	6,471406	6,660323		16	+	Avastin_Control	5	18	5	1	0	5	0,0422611360487052	-0,135197162628174	-2,9430368935985	6137	ENSG00000167526.13	RPL13	60S ribosomal protein L13 [OS=Homo sapiens]	P26373-1
7,408526	5,903564	6,41622	6,052517	7,135651	6,697646	5,963519	7,277982	6,061032	6,448928		1			2	6	2	1	0	2	0,763184786228737	-0,0934741973876953	-0,32255963516445	397593		AMBP	Protein AMBP [OS=Sus scrofa]	P04366
7,247797	6,401914	6,474311	6,812515	6,280529	6,718734	6,311593	6,772643	6,434835	6,544573		1			3	4	3	1	0	3	0,628304606650147	-0,0869378089904785	-0,523475895446516	10691	ENSG00000162419.12	GMEB1	Glucocorticoid modulatory element-binding protein 1 [OS=Homo sapiens]	Q9Y692-1
6,779913	6,663152	6,678756	6,70666	6,715737	6,565289	6,611015	6,488586	6,673111	6,530602		5	+	Avastin_Control	6	27	6	1	0	6	0,023903788624923	-0,135122776031494	-3,54508964248612	397664		TCTP;TPT1	Translationally-controlled tumor protein [OS=Sus scrofa]	P61288
6,751354	6,613958	6,699052	6,646214	6,824002	6,755548	6,464964	6,190444	6,721563	6,670113	Acetyl [N-Term]	17			4	13	4	1	0	4	0,219971928571801	-0,146389770507812	-1,45265267555169	23746	ENSG00000129221.15	AIPL1	aryl-hydrocarbon-interacting protein-like 1 [OS=Homo sapiens]	Q9NZN9-1
